INFO    ,Place North
DEBUG   ,8.399414,4.123828
DEBUG   ,8.399414,4.123828
DEBUG   ,8.399414,4.123828
DEBUG   ,8.399414,4.123828
DEBUG   ,8.399414,4.123828
DEBUG   ,8.399414,4.123828
DEBUG   ,8.399414,4.123828
DEBUG   ,8.399414,4.123828
DEBUG   ,7.148438,4.661719
DEBUG   ,7.148438,4.661719
DEBUG   ,7.148438,4.661719
DEBUG   ,7.148438,4.661719
DEBUG   ,7.148438,4.661719
DEBUG   ,7.148438,4.661719
DEBUG   ,7.148438,4.661719
DEBUG   ,7.148438,4.661719
DEBUG   ,7.148438,4.661719
DEBUG   ,7.148438,4.661719
DEBUG   ,14.475586,4.841016
DEBUG   ,14.475586,4.841016
DEBUG   ,14.475586,4.841016
DEBUG   ,14.475586,4.841016
DEBUG   ,14.475586,4.841016
DEBUG   ,14.475586,4.841016
DEBUG   ,14.475586,4.841016
DEBUG   ,14.475586,4.841016
DEBUG   ,14.475586,4.841016
DEBUG   ,13.939453,5.737500
DEBUG   ,13.939453,5.737500
DEBUG   ,13.939453,5.737500
DEBUG   ,13.939453,5.737500
DEBUG   ,13.939453,5.737500
DEBUG   ,13.939453,5.737500
DEBUG   ,13.939453,5.737500
DEBUG   ,13.939453,5.737500
DEBUG   ,13.939453,5.737500
DEBUG   ,13.939453,5.737500
DEBUG   ,14.654297,6.096094
DEBUG   ,14.654297,6.096094
DEBUG   ,14.654297,6.096094
DEBUG   ,14.654297,6.096094
DEBUG   ,14.654297,6.096094
DEBUG   ,14.654297,6.096094
DEBUG   ,14.654297,6.096094
DEBUG   ,14.654297,6.096094
DEBUG   ,14.654297,6.096094
DEBUG   ,14.654297,6.096094
DEBUG   ,17.692383,4.482422
DEBUG   ,17.692383,4.482422
DEBUG   ,17.692383,4.482422
DEBUG   ,17.692383,4.482422
DEBUG   ,17.692383,4.482422
DEBUG   ,17.692383,4.482422
DEBUG   ,17.692383,4.482422
DEBUG   ,17.692383,4.482422
DEBUG   ,17.692383,4.482422
DEBUG   ,17.692383,4.482422
DEBUG   ,17.692383,4.482422
DEBUG   ,17.692383,4.482422
DEBUG   ,17.692383,4.482422
DEBUG   ,17.692383,4.482422
DEBUG   ,17.692383,4.482422
DEBUG   ,17.692383,4.482422
DEBUG   ,17.692383,4.482422
DEBUG   ,17.692383,4.482422
DEBUG   ,17.692383,4.482422
