WARNING ,Connection established: True
WARNING ,GPSNavInit
WARNING ,goodFix and end GPSNavInit
WARNING ,End initialize IMU & GPS
WARNING ,begin calibrateMag
INFO    ,bearRel: -172.709630
INFO    ,bearRel: 173.070459
INFO    ,bearRel: 173.070459
INFO    ,bearRel: 173.070459
INFO    ,bearRel: 173.070459
INFO    ,bearRel: 173.070459
INFO    ,bearRel: 173.070459
INFO    ,bearRel: 173.070459
INFO    ,bearRel: 173.070459
INFO    ,bearRel: 173.070459
INFO    ,bearRel: 173.070459
INFO    ,bearRel: -167.319733
INFO    ,bearRel: -167.319733
INFO    ,bearRel: -167.319733
INFO    ,bearRel: -167.319733
INFO    ,bearRel: -167.319733
INFO    ,bearRel: -167.319733
INFO    ,bearRel: -167.319733
INFO    ,bearRel: -167.319733
INFO    ,bearRel: -167.319733
INFO    ,bearRel: -167.319733
INFO    ,bearRel: -167.319733
INFO    ,bearRel: -171.815627
INFO    ,bearRel: -171.815627
INFO    ,bearRel: -171.815627
INFO    ,bearRel: -171.815627
INFO    ,bearRel: -171.815627
INFO    ,bearRel: -171.815627
INFO    ,bearRel: -171.815627
INFO    ,bearRel: -171.815627
INFO    ,bearRel: -171.815627
INFO    ,bearRel: -171.815627
INFO    ,bearRel: -167.235461
INFO    ,bearRel: -167.235461
INFO    ,bearRel: -167.235461
INFO    ,bearRel: -167.235461
INFO    ,bearRel: -167.235461
INFO    ,bearRel: -167.235461
INFO    ,bearRel: -167.235461
INFO    ,bearRel: -167.235461
INFO    ,bearRel: -167.235461
INFO    ,bearRel: -167.235461
INFO    ,bearRel: -167.235461
INFO    ,bearRel: -167.235461
INFO    ,bearRel: -167.235461
INFO    ,bearRel: -167.235461
INFO    ,bearRel: -167.235461
INFO    ,bearRel: -167.235461
INFO    ,bearRel: -167.235461
INFO    ,bearRel: -167.235461
INFO    ,bearRel: -167.235461
INFO    ,bearRel: -167.235461
INFO    ,bearRel: -164.431363
INFO    ,bearRel: -164.431363
INFO    ,bearRel: -164.431363
INFO    ,bearRel: -164.431363
INFO    ,bearRel: -164.431363
INFO    ,bearRel: -164.431363
INFO    ,bearRel: -164.431363
INFO    ,bearRel: -164.431363
INFO    ,bearRel: -164.431363
INFO    ,bearRel: -164.431363
INFO    ,bearRel: -166.930876
INFO    ,bearRel: -166.930876
INFO    ,bearRel: -166.930876
INFO    ,bearRel: -166.930876
INFO    ,bearRel: -166.930876
INFO    ,bearRel: -166.930876
INFO    ,bearRel: -166.930876
INFO    ,bearRel: -166.930876
INFO    ,bearRel: -166.930876
INFO    ,bearRel: -166.930876
INFO    ,bearRel: -164.167110
INFO    ,bearRel: -164.167110
INFO    ,bearRel: -164.167110
INFO    ,bearRel: -164.167110
INFO    ,bearRel: -164.167110
INFO    ,bearRel: -164.167110
INFO    ,bearRel: -164.167110
INFO    ,bearRel: -164.167110
INFO    ,bearRel: -164.167110
INFO    ,bearRel: -164.167110
INFO    ,bearRel: -161.699468
INFO    ,bearRel: -161.699468
INFO    ,bearRel: -161.699468
INFO    ,bearRel: -161.699468
INFO    ,bearRel: -161.699468
INFO    ,bearRel: -161.699468
INFO    ,bearRel: -161.699468
INFO    ,bearRel: -161.699468
INFO    ,bearRel: -161.699468
INFO    ,bearRel: -161.699468
INFO    ,bearRel: -171.809758
INFO    ,bearRel: -171.809758
INFO    ,bearRel: -171.809758
INFO    ,bearRel: -171.809758
INFO    ,bearRel: -171.809758
INFO    ,bearRel: -171.809758
INFO    ,bearRel: -171.809758
INFO    ,bearRel: -171.809758
INFO    ,bearRel: -171.809758
INFO    ,bearRel: -171.809758
INFO    ,bearRel: -168.129185
INFO    ,bearRel: -168.129185
INFO    ,bearRel: -168.129185
INFO    ,bearRel: -168.129185
INFO    ,bearRel: -168.129185
INFO    ,bearRel: -168.129185
INFO    ,bearRel: -168.129185
INFO    ,bearRel: -168.129185
INFO    ,bearRel: -168.129185
INFO    ,bearRel: -168.129185
INFO    ,bearRel: -158.720331
INFO    ,bearRel: -158.720331
INFO    ,bearRel: -158.720331
INFO    ,bearRel: -158.720331
INFO    ,bearRel: -158.720331
INFO    ,bearRel: -158.720331
INFO    ,bearRel: -158.720331
INFO    ,bearRel: -158.720331
INFO    ,bearRel: -158.720331
INFO    ,bearRel: -158.720331
INFO    ,bearRel: -158.720331
INFO    ,bearRel: -158.720331
INFO    ,bearRel: -158.720331
INFO    ,bearRel: -158.720331
INFO    ,bearRel: -158.720331
INFO    ,bearRel: -158.720331
INFO    ,bearRel: -158.720331
INFO    ,bearRel: -158.720331
INFO    ,bearRel: -158.720331
INFO    ,bearRel: -158.720331
INFO    ,bearRel: 177.735039
INFO    ,bearRel: 177.735039
INFO    ,bearRel: 177.735039
INFO    ,bearRel: 177.735039
INFO    ,bearRel: 177.735039
INFO    ,bearRel: 177.735039
INFO    ,bearRel: 177.735039
INFO    ,bearRel: 177.735039
INFO    ,bearRel: 177.735039
INFO    ,bearRel: 177.735039
INFO    ,bearRel: -166.526187
INFO    ,bearRel: -166.526187
INFO    ,bearRel: -166.526187
INFO    ,bearRel: -166.526187
INFO    ,bearRel: -166.526187
INFO    ,bearRel: -166.526187
INFO    ,bearRel: -166.526187
INFO    ,bearRel: -166.526187
INFO    ,bearRel: -166.526187
INFO    ,bearRel: -166.526187
INFO    ,bearRel: -152.716726
INFO    ,bearRel: -152.716726
INFO    ,bearRel: -152.716726
INFO    ,bearRel: -152.716726
INFO    ,bearRel: -152.716726
INFO    ,bearRel: -152.716726
INFO    ,bearRel: -152.716726
INFO    ,bearRel: -152.716726
INFO    ,bearRel: -152.716726
INFO    ,bearRel: -152.716726
INFO    ,bearRel: -147.574853
INFO    ,bearRel: -147.574853
INFO    ,bearRel: -147.574853
INFO    ,bearRel: -147.574853
INFO    ,bearRel: -147.574853
INFO    ,bearRel: -147.574853
INFO    ,bearRel: -147.574853
INFO    ,bearRel: -147.574853
INFO    ,bearRel: -147.574853
INFO    ,bearRel: -147.574853
INFO    ,bearRel: -158.660393
INFO    ,bearRel: -158.660393
INFO    ,bearRel: -158.660393
INFO    ,bearRel: -158.660393
INFO    ,bearRel: -158.660393
INFO    ,bearRel: -158.660393
INFO    ,bearRel: -158.660393
INFO    ,bearRel: -158.660393
INFO    ,bearRel: -158.660393
INFO    ,bearRel: -158.660393
INFO    ,bearRel: -150.514244
INFO    ,bearRel: -150.514244
INFO    ,bearRel: -150.514244
INFO    ,bearRel: -150.514244
INFO    ,bearRel: -150.514244
INFO    ,bearRel: -150.514244
INFO    ,bearRel: -150.514244
INFO    ,bearRel: -150.514244
INFO    ,bearRel: -150.514244
INFO    ,bearRel: -150.514244
INFO    ,bearRel: -150.514244
INFO    ,bearRel: -152.521496
INFO    ,bearRel: -152.521496
INFO    ,bearRel: -152.521496
INFO    ,bearRel: -152.521496
INFO    ,bearRel: -152.521496
INFO    ,bearRel: -152.521496
INFO    ,bearRel: -152.521496
INFO    ,bearRel: -152.521496
INFO    ,bearRel: -152.521496
INFO    ,bearRel: -152.521496
INFO    ,bearRel: -152.521496
INFO    ,bearRel: -152.521496
INFO    ,bearRel: -152.521496
INFO    ,bearRel: -152.521496
INFO    ,bearRel: -152.521496
INFO    ,bearRel: -152.521496
INFO    ,bearRel: -152.521496
INFO    ,bearRel: -152.521496
INFO    ,bearRel: -152.521496
INFO    ,bearRel: -152.521496
INFO    ,bearRel: -142.624768
INFO    ,bearRel: -142.624768
INFO    ,bearRel: -142.624768
INFO    ,bearRel: -142.624768
INFO    ,bearRel: -142.624768
INFO    ,bearRel: -142.624768
INFO    ,bearRel: -142.624768
INFO    ,bearRel: -142.624768
INFO    ,bearRel: -142.624768
INFO    ,bearRel: -142.624768
INFO    ,bearRel: -149.439972
INFO    ,bearRel: -149.439972
INFO    ,bearRel: -149.439972
INFO    ,bearRel: -149.439972
INFO    ,bearRel: -149.439972
INFO    ,bearRel: -149.439972
INFO    ,bearRel: -149.439972
INFO    ,bearRel: -149.439972
INFO    ,bearRel: -149.439972
INFO    ,bearRel: -149.439972
INFO    ,bearRel: -153.288933
INFO    ,bearRel: -153.288933
INFO    ,bearRel: -153.288933
INFO    ,bearRel: -153.288933
INFO    ,bearRel: -153.288933
INFO    ,bearRel: -153.288933
INFO    ,bearRel: -153.288933
INFO    ,bearRel: -153.288933
INFO    ,bearRel: -153.288933
INFO    ,bearRel: -153.288933
INFO    ,bearRel: -153.288933
INFO    ,bearRel: -152.869443
INFO    ,bearRel: -152.869443
INFO    ,bearRel: -152.869443
INFO    ,bearRel: -152.869443
INFO    ,bearRel: -152.869443
INFO    ,bearRel: -152.869443
INFO    ,bearRel: -152.869443
INFO    ,bearRel: -152.869443
INFO    ,bearRel: -152.869443
INFO    ,bearRel: -152.869443
INFO    ,bearRel: -143.685217
INFO    ,bearRel: -143.685217
INFO    ,bearRel: -143.685217
INFO    ,bearRel: -143.685217
INFO    ,bearRel: -143.685217
INFO    ,bearRel: -143.685217
INFO    ,bearRel: -143.685217
INFO    ,bearRel: -143.685217
INFO    ,bearRel: -143.685217
INFO    ,bearRel: -143.685217
INFO    ,bearRel: -137.127349
INFO    ,bearRel: -137.127349
INFO    ,bearRel: -137.127349
INFO    ,bearRel: -137.127349
INFO    ,bearRel: -137.127349
INFO    ,bearRel: -137.127349
INFO    ,bearRel: -137.127349
INFO    ,bearRel: -137.127349
INFO    ,bearRel: -137.127349
INFO    ,bearRel: -137.127349
INFO    ,bearRel: -136.121223
INFO    ,bearRel: -136.121223
INFO    ,bearRel: -136.121223
INFO    ,bearRel: -136.121223
INFO    ,bearRel: -136.121223
INFO    ,bearRel: -136.121223
INFO    ,bearRel: -136.121223
INFO    ,bearRel: -136.121223
INFO    ,bearRel: -136.121223
INFO    ,bearRel: -136.121223
INFO    ,bearRel: -126.001928
INFO    ,bearRel: -126.001928
INFO    ,bearRel: -126.001928
INFO    ,bearRel: -126.001928
INFO    ,bearRel: -126.001928
INFO    ,bearRel: -126.001928
INFO    ,bearRel: -126.001928
INFO    ,bearRel: -126.001928
INFO    ,bearRel: -126.001928
INFO    ,bearRel: -126.001928
INFO    ,bearRel: -126.001928
INFO    ,bearRel: -126.001928
INFO    ,bearRel: -126.001928
INFO    ,bearRel: -126.001928
INFO    ,bearRel: -126.001928
INFO    ,bearRel: -126.001928
INFO    ,bearRel: -126.001928
INFO    ,bearRel: -126.001928
INFO    ,bearRel: -126.001928
INFO    ,bearRel: -126.001928
INFO    ,bearRel: -105.194646
INFO    ,bearRel: -105.194646
INFO    ,bearRel: -105.194646
INFO    ,bearRel: -105.194646
INFO    ,bearRel: -105.194646
INFO    ,bearRel: -105.194646
INFO    ,bearRel: -105.194646
INFO    ,bearRel: -105.194646
INFO    ,bearRel: -105.194646
INFO    ,bearRel: -105.194646
INFO    ,bearRel: -94.769345
INFO    ,bearRel: -94.769345
INFO    ,bearRel: -94.769345
INFO    ,bearRel: -94.769345
INFO    ,bearRel: -94.769345
INFO    ,bearRel: -94.769345
INFO    ,bearRel: -94.769345
INFO    ,bearRel: -94.769345
INFO    ,bearRel: -94.769345
INFO    ,bearRel: -94.769345
INFO    ,bearRel: -99.188567
INFO    ,bearRel: -99.188567
INFO    ,bearRel: -99.188567
INFO    ,bearRel: -99.188567
INFO    ,bearRel: -99.188567
INFO    ,bearRel: -99.188567
INFO    ,bearRel: -99.188567
INFO    ,bearRel: -99.188567
INFO    ,bearRel: -99.188567
INFO    ,bearRel: -99.188567
INFO    ,bearRel: -102.305235
INFO    ,bearRel: -102.305235
INFO    ,bearRel: -102.305235
INFO    ,bearRel: -102.305235
INFO    ,bearRel: -102.305235
INFO    ,bearRel: -102.305235
INFO    ,bearRel: -102.305235
INFO    ,bearRel: -102.305235
INFO    ,bearRel: -102.305235
INFO    ,bearRel: -102.305235
INFO    ,bearRel: -112.013092
INFO    ,bearRel: -112.013092
INFO    ,bearRel: -112.013092
INFO    ,bearRel: -112.013092
INFO    ,bearRel: -112.013092
INFO    ,bearRel: -112.013092
INFO    ,bearRel: -112.013092
INFO    ,bearRel: -112.013092
INFO    ,bearRel: -112.013092
INFO    ,bearRel: -112.013092
INFO    ,bearRel: -91.018060
INFO    ,bearRel: -91.018060
INFO    ,bearRel: -91.018060
INFO    ,bearRel: -91.018060
INFO    ,bearRel: -91.018060
INFO    ,bearRel: -91.018060
INFO    ,bearRel: -91.018060
INFO    ,bearRel: -91.018060
INFO    ,bearRel: -91.018060
INFO    ,bearRel: -91.018060
INFO    ,bearRel: -58.873617
INFO    ,bearRel: -58.873617
INFO    ,bearRel: -58.873617
INFO    ,bearRel: -58.873617
INFO    ,bearRel: -58.873617
INFO    ,bearRel: -58.873617
INFO    ,bearRel: -58.873617
INFO    ,bearRel: -58.873617
INFO    ,bearRel: -58.873617
INFO    ,bearRel: -58.873617
INFO    ,bearRel: -58.873617
INFO    ,bearRel: -58.873617
INFO    ,bearRel: -58.873617
INFO    ,bearRel: -58.873617
INFO    ,bearRel: -58.873617
INFO    ,bearRel: -58.873617
INFO    ,bearRel: -58.873617
INFO    ,bearRel: -58.873617
INFO    ,bearRel: -58.873617
INFO    ,bearRel: -58.873617
INFO    ,bearRel: -58.873617
INFO    ,bearRel: -58.873617
INFO    ,bearRel: -58.873617
INFO    ,bearRel: -58.873617
INFO    ,bearRel: -58.873617
INFO    ,bearRel: -58.873617
INFO    ,bearRel: -58.873617
INFO    ,bearRel: -58.873617
INFO    ,bearRel: -58.873617
INFO    ,bearRel: -58.873617
INFO    ,bearRel: -82.992916
INFO    ,bearRel: -82.992916
INFO    ,bearRel: -82.992916
INFO    ,bearRel: -82.992916
INFO    ,bearRel: -82.992916
INFO    ,bearRel: -82.992916
INFO    ,bearRel: -82.992916
INFO    ,bearRel: -82.992916
INFO    ,bearRel: -82.992916
INFO    ,bearRel: -82.992916
INFO    ,bearRel: -76.927591
INFO    ,bearRel: -76.927591
INFO    ,bearRel: -76.927591
INFO    ,bearRel: -76.927591
INFO    ,bearRel: -76.927591
INFO    ,bearRel: -76.927591
INFO    ,bearRel: -76.927591
INFO    ,bearRel: -76.927591
INFO    ,bearRel: -76.927591
INFO    ,bearRel: -72.747923
INFO    ,bearRel: -72.747923
INFO    ,bearRel: -72.747923
INFO    ,bearRel: -72.747923
INFO    ,bearRel: -72.747923
INFO    ,bearRel: -72.747923
INFO    ,bearRel: -72.747923
INFO    ,bearRel: -72.747923
INFO    ,bearRel: -72.747923
INFO    ,bearRel: -72.747923
INFO    ,bearRel: -73.758055
INFO    ,bearRel: -73.758055
INFO    ,bearRel: -73.758055
INFO    ,bearRel: -73.758055
INFO    ,bearRel: -73.758055
INFO    ,bearRel: -73.758055
INFO    ,bearRel: -73.758055
INFO    ,bearRel: -73.758055
INFO    ,bearRel: -73.758055
INFO    ,bearRel: -73.758055
INFO    ,bearRel: -77.353993
INFO    ,bearRel: -77.353993
INFO    ,bearRel: -77.353993
INFO    ,bearRel: -77.353993
INFO    ,bearRel: -77.353993
INFO    ,bearRel: -77.353993
INFO    ,bearRel: -77.353993
INFO    ,bearRel: -77.353993
INFO    ,bearRel: -77.353993
INFO    ,bearRel: -77.353993
INFO    ,bearRel: -79.015159
INFO    ,bearRel: -79.015159
INFO    ,bearRel: -79.015159
INFO    ,bearRel: -79.015159
INFO    ,bearRel: -79.015159
INFO    ,bearRel: -79.015159
INFO    ,bearRel: -79.015159
INFO    ,bearRel: -79.015159
INFO    ,bearRel: -79.015159
INFO    ,bearRel: -79.015159
INFO    ,bearRel: -78.420176
INFO    ,bearRel: -78.420176
INFO    ,bearRel: -78.420176
INFO    ,bearRel: -78.420176
INFO    ,bearRel: -78.420176
INFO    ,bearRel: -78.420176
INFO    ,bearRel: -78.420176
INFO    ,bearRel: -78.420176
INFO    ,bearRel: -78.420176
INFO    ,bearRel: -78.420176
INFO    ,bearRel: -79.996887
INFO    ,bearRel: -79.996887
INFO    ,bearRel: -79.996887
INFO    ,bearRel: -79.996887
INFO    ,bearRel: -79.996887
INFO    ,bearRel: -79.996887
INFO    ,bearRel: -79.996887
INFO    ,bearRel: -79.996887
INFO    ,bearRel: -79.996887
INFO    ,bearRel: -79.996887
INFO    ,bearRel: -79.996887
INFO    ,bearRel: -79.996887
INFO    ,bearRel: -79.996887
INFO    ,bearRel: -79.996887
INFO    ,bearRel: -79.996887
INFO    ,bearRel: -79.996887
INFO    ,bearRel: -79.996887
INFO    ,bearRel: -79.996887
INFO    ,bearRel: -79.996887
INFO    ,bearRel: -79.996887
INFO    ,bearRel: -89.334787
INFO    ,bearRel: -89.334787
INFO    ,bearRel: -89.334787
INFO    ,bearRel: -89.334787
INFO    ,bearRel: -89.334787
INFO    ,bearRel: -89.334787
INFO    ,bearRel: -89.334787
INFO    ,bearRel: -89.334787
INFO    ,bearRel: -89.334787
INFO    ,bearRel: -69.548750
INFO    ,bearRel: -69.548750
INFO    ,bearRel: -69.548750
INFO    ,bearRel: -69.548750
INFO    ,bearRel: -69.548750
INFO    ,bearRel: -69.548750
INFO    ,bearRel: -69.548750
INFO    ,bearRel: -69.548750
INFO    ,bearRel: -69.548750
INFO    ,bearRel: -69.548750
INFO    ,bearRel: -72.182704
INFO    ,bearRel: -72.182704
INFO    ,bearRel: -72.182704
INFO    ,bearRel: -72.182704
INFO    ,bearRel: -72.182704
INFO    ,bearRel: -72.182704
INFO    ,bearRel: -72.182704
INFO    ,bearRel: -72.182704
INFO    ,bearRel: -72.182704
INFO    ,bearRel: -72.182704
INFO    ,bearRel: -63.893702
INFO    ,bearRel: -63.893702
INFO    ,bearRel: -63.893702
INFO    ,bearRel: -63.893702
INFO    ,bearRel: -63.893702
INFO    ,bearRel: -63.893702
INFO    ,bearRel: -63.893702
INFO    ,bearRel: -63.893702
INFO    ,bearRel: -63.893702
INFO    ,bearRel: -63.893702
INFO    ,bearRel: -55.154115
INFO    ,bearRel: -55.154115
INFO    ,bearRel: -55.154115
INFO    ,bearRel: -55.154115
INFO    ,bearRel: -55.154115
INFO    ,bearRel: -55.154115
INFO    ,bearRel: -55.154115
INFO    ,bearRel: -55.154115
INFO    ,bearRel: -55.154115
INFO    ,bearRel: -55.154115
INFO    ,bearRel: -55.066068
INFO    ,bearRel: -55.066068
INFO    ,bearRel: -55.066068
INFO    ,bearRel: -55.066068
INFO    ,bearRel: -55.066068
INFO    ,bearRel: -55.066068
INFO    ,bearRel: -55.066068
INFO    ,bearRel: -55.066068
INFO    ,bearRel: -55.066068
INFO    ,bearRel: -60.051648
INFO    ,bearRel: -60.051648
INFO    ,bearRel: -60.051648
INFO    ,bearRel: -60.051648
INFO    ,bearRel: -60.051648
INFO    ,bearRel: -60.051648
INFO    ,bearRel: -60.051648
INFO    ,bearRel: -60.051648
INFO    ,bearRel: -60.051648
INFO    ,bearRel: -60.051648
INFO    ,bearRel: -60.051648
INFO    ,bearRel: -52.865870
INFO    ,bearRel: -52.865870
INFO    ,bearRel: -52.865870
INFO    ,bearRel: -52.865870
INFO    ,bearRel: -52.865870
INFO    ,bearRel: -52.865870
INFO    ,bearRel: -52.865870
INFO    ,bearRel: -52.865870
INFO    ,bearRel: -52.865870
INFO    ,bearRel: -52.865870
INFO    ,bearRel: -52.865870
INFO    ,bearRel: -52.865870
INFO    ,bearRel: -52.865870
INFO    ,bearRel: -52.865870
INFO    ,bearRel: -52.865870
INFO    ,bearRel: -52.865870
INFO    ,bearRel: -52.865870
INFO    ,bearRel: -52.865870
INFO    ,bearRel: -52.865870
INFO    ,bearRel: -52.865870
INFO    ,bearRel: -53.420698
INFO    ,bearRel: -53.420698
INFO    ,bearRel: -53.420698
INFO    ,bearRel: -53.420698
INFO    ,bearRel: -53.420698
INFO    ,bearRel: -53.420698
INFO    ,bearRel: -53.420698
INFO    ,bearRel: -53.420698
INFO    ,bearRel: -53.420698
INFO    ,bearRel: -44.030067
INFO    ,bearRel: -44.030067
INFO    ,bearRel: -44.030067
INFO    ,bearRel: -44.030067
INFO    ,bearRel: -44.030067
INFO    ,bearRel: -44.030067
INFO    ,bearRel: -44.030067
INFO    ,bearRel: -44.030067
INFO    ,bearRel: -44.030067
INFO    ,bearRel: -44.030067
INFO    ,bearRel: -28.302988
INFO    ,bearRel: -28.302988
INFO    ,bearRel: -28.302988
INFO    ,bearRel: -28.302988
INFO    ,bearRel: -28.302988
INFO    ,bearRel: -28.302988
INFO    ,bearRel: -28.302988
INFO    ,bearRel: -28.302988
INFO    ,bearRel: -28.302988
INFO    ,bearRel: -28.302988
INFO    ,bearRel: -20.259785
INFO    ,bearRel: -20.259785
INFO    ,bearRel: -20.259785
INFO    ,bearRel: -20.259785
INFO    ,bearRel: -20.259785
INFO    ,bearRel: -20.259785
INFO    ,bearRel: -20.259785
INFO    ,bearRel: -20.259785
INFO    ,bearRel: -20.259785
INFO    ,bearRel: -20.259785
INFO    ,bearRel: -24.740777
INFO    ,bearRel: -24.740777
INFO    ,bearRel: -24.740777
INFO    ,bearRel: -24.740777
INFO    ,bearRel: -24.740777
INFO    ,bearRel: -24.740777
INFO    ,bearRel: -24.740777
INFO    ,bearRel: -24.740777
INFO    ,bearRel: -24.740777
INFO    ,bearRel: -19.178323
INFO    ,bearRel: -17.973508
INFO    ,bearRel: -17.973508
INFO    ,bearRel: -17.973508
INFO    ,bearRel: -17.973508
INFO    ,bearRel: -17.973508
INFO    ,bearRel: -17.973508
INFO    ,bearRel: -17.973508
INFO    ,bearRel: -17.973508
INFO    ,bearRel: -17.973508
INFO    ,bearRel: -17.973508
INFO    ,bearRel: -14.163702
INFO    ,bearRel: -14.163702
INFO    ,bearRel: -14.163702
INFO    ,bearRel: -14.163702
INFO    ,bearRel: -14.163702
INFO    ,bearRel: -14.163702
INFO    ,bearRel: -14.163702
INFO    ,bearRel: -14.163702
INFO    ,bearRel: -14.163702
INFO    ,bearRel: -14.163702
INFO    ,bearRel: -14.163702
INFO    ,bearRel: -14.163702
INFO    ,bearRel: -14.163702
INFO    ,bearRel: -14.163702
INFO    ,bearRel: -14.163702
INFO    ,bearRel: -14.163702
INFO    ,bearRel: -14.163702
INFO    ,bearRel: -14.163702
INFO    ,bearRel: -14.163702
INFO    ,bearRel: -14.163702
INFO    ,bearRel: -14.163702
INFO    ,bearRel: -14.163702
INFO    ,bearRel: -14.163702
INFO    ,bearRel: -14.163702
INFO    ,bearRel: -14.163702
INFO    ,bearRel: -14.163702
INFO    ,bearRel: -14.163702
INFO    ,bearRel: -14.163702
INFO    ,bearRel: -14.163702
INFO    ,bearRel: -17.694591
INFO    ,bearRel: -17.694591
INFO    ,bearRel: -17.694591
INFO    ,bearRel: -17.694591
INFO    ,bearRel: -17.694591
INFO    ,bearRel: -17.694591
INFO    ,bearRel: -17.694591
INFO    ,bearRel: -17.694591
INFO    ,bearRel: -17.694591
INFO    ,bearRel: -17.694591
INFO    ,bearRel: -15.042881
INFO    ,bearRel: -15.042881
INFO    ,bearRel: -15.042881
INFO    ,bearRel: -15.042881
INFO    ,bearRel: -15.042881
INFO    ,bearRel: -15.042881
INFO    ,bearRel: -15.042881
INFO    ,bearRel: -15.042881
INFO    ,bearRel: -15.042881
INFO    ,bearRel: -15.042881
INFO    ,bearRel: -10.146687
INFO    ,bearRel: -10.146687
INFO    ,bearRel: -10.146687
INFO    ,bearRel: -10.146687
INFO    ,bearRel: -10.146687
INFO    ,bearRel: -10.146687
INFO    ,bearRel: -10.146687
INFO    ,bearRel: -10.146687
INFO    ,bearRel: -10.146687
INFO    ,bearRel: -10.146687
INFO    ,bearRel: -4.029991
INFO    ,bearRel: -4.029991
INFO    ,bearRel: -4.029991
INFO    ,bearRel: -4.029991
INFO    ,bearRel: -4.029991
INFO    ,bearRel: -4.029991
INFO    ,bearRel: -4.029991
INFO    ,bearRel: -4.029991
INFO    ,bearRel: -4.029991
INFO    ,bearRel: -4.029991
INFO    ,bearRel: 12.786498
INFO    ,bearRel: 12.786498
INFO    ,bearRel: 12.786498
INFO    ,bearRel: 12.786498
INFO    ,bearRel: 12.786498
INFO    ,bearRel: 12.786498
INFO    ,bearRel: 12.786498
INFO    ,bearRel: 12.786498
INFO    ,bearRel: 12.786498
INFO    ,bearRel: 12.786498
INFO    ,bearRel: 11.513016
INFO    ,bearRel: 11.513016
INFO    ,bearRel: 11.513016
INFO    ,bearRel: 11.513016
INFO    ,bearRel: 11.513016
INFO    ,bearRel: 11.513016
INFO    ,bearRel: 11.513016
INFO    ,bearRel: 11.513016
INFO    ,bearRel: 11.513016
INFO    ,bearRel: 11.513016
INFO    ,bearRel: 11.945361
INFO    ,bearRel: 11.945361
INFO    ,bearRel: 11.945361
INFO    ,bearRel: 11.945361
INFO    ,bearRel: 11.945361
INFO    ,bearRel: 11.945361
INFO    ,bearRel: 11.945361
INFO    ,bearRel: 11.945361
INFO    ,bearRel: 11.945361
INFO    ,bearRel: 11.945361
INFO    ,bearRel: 6.993670
INFO    ,bearRel: 6.993670
INFO    ,bearRel: 6.993670
INFO    ,bearRel: 6.993670
INFO    ,bearRel: 6.993670
INFO    ,bearRel: 6.993670
INFO    ,bearRel: 6.993670
INFO    ,bearRel: 6.993670
INFO    ,bearRel: 6.993670
INFO    ,bearRel: 6.993670
INFO    ,bearRel: 6.993670
INFO    ,bearRel: 6.993670
INFO    ,bearRel: 6.993670
INFO    ,bearRel: 6.993670
INFO    ,bearRel: 6.993670
INFO    ,bearRel: 6.993670
INFO    ,bearRel: 6.993670
INFO    ,bearRel: 6.993670
INFO    ,bearRel: 6.993670
INFO    ,bearRel: 6.993670
INFO    ,bearRel: 6.993670
INFO    ,bearRel: 6.993670
INFO    ,bearRel: 6.993670
INFO    ,bearRel: 6.993670
INFO    ,bearRel: 6.993670
INFO    ,bearRel: 6.993670
INFO    ,bearRel: 6.993670
INFO    ,bearRel: 6.993670
INFO    ,bearRel: 6.993670
INFO    ,bearRel: 6.993670
INFO    ,bearRel: 9.413809
INFO    ,bearRel: 9.413809
INFO    ,bearRel: 9.413809
INFO    ,bearRel: 9.413809
INFO    ,bearRel: 9.413809
INFO    ,bearRel: 9.413809
INFO    ,bearRel: 9.413809
INFO    ,bearRel: 9.413809
INFO    ,bearRel: 9.413809
INFO    ,bearRel: 9.413809
INFO    ,bearRel: 4.218171
INFO    ,bearRel: 4.218171
INFO    ,bearRel: 4.218171
INFO    ,bearRel: 4.218171
INFO    ,bearRel: 4.218171
INFO    ,bearRel: 4.218171
INFO    ,bearRel: 4.218171
INFO    ,bearRel: 4.218171
INFO    ,bearRel: 4.218171
INFO    ,bearRel: 4.218171
INFO    ,bearRel: -1.020063
INFO    ,bearRel: -1.020063
INFO    ,bearRel: -1.020063
INFO    ,bearRel: -1.020063
INFO    ,bearRel: -1.020063
INFO    ,bearRel: -1.020063
INFO    ,bearRel: -1.020063
INFO    ,bearRel: -1.020063
INFO    ,bearRel: -1.020063
INFO    ,bearRel: -1.020063
INFO    ,bearRel: 9.916554
INFO    ,bearRel: 9.916554
INFO    ,bearRel: 9.916554
INFO    ,bearRel: 9.916554
INFO    ,bearRel: 9.916554
INFO    ,bearRel: 9.916554
INFO    ,bearRel: 9.916554
INFO    ,bearRel: 9.916554
INFO    ,bearRel: 9.916554
INFO    ,bearRel: 9.916554
INFO    ,bearRel: 10.527675
INFO    ,bearRel: 10.527675
INFO    ,bearRel: 10.527675
INFO    ,bearRel: 10.527675
INFO    ,bearRel: 10.527675
INFO    ,bearRel: 10.527675
INFO    ,bearRel: 10.527675
INFO    ,bearRel: 10.527675
INFO    ,bearRel: 10.527675
INFO    ,bearRel: 10.527675
INFO    ,bearRel: 5.345766
INFO    ,bearRel: 5.345766
INFO    ,bearRel: 5.345766
INFO    ,bearRel: 5.345766
INFO    ,bearRel: 5.345766
INFO    ,bearRel: 5.345766
INFO    ,bearRel: 5.345766
INFO    ,bearRel: 5.345766
